2024-04-24T00:10:49.042549Z 1/256012611:52429 2024-04-23T23:38:49Z       1212         17        703        129         31         76          0          2          1          0          0         62        133          0          0        147          4         22        145         11         19         27         139
2024-04-24T00:10:49.042549Z 1/256012611:52429 2024-04-23T23:39:49Z        764         42        697        400         26         38          0          0          0          2          0          0          0         77          0        117          7         20        132          9         11         22         139
2024-04-24T00:10:49.042549Z 1/256012611:52429 2024-04-23T23:40:49Z       1062        293       1185         50         50         41         62          0          0          0          1          0          0          0         62        148          4         16        153          8         16         18         139
2024-04-24T00:10:49.042549Z 1/256012611:52429 2024-04-23T23:41:49Z       1053         16       1068         46         28         53          0          0          0          0          1          0          0          0         60        162          3         26        145         14         15         26         139
2024-04-24T00:10:49.042549Z 1/256012611:52429 2024-04-23T23:42:49Z        533        283       1249         90         38         67          0          0          0          0          0          0          0          0          0        125          5         23        156          5         19         23         139
2024-04-24T00:10:49.042549Z 1/256012611:52429 2024-04-23T23:43:49Z        856         19        542         29         17         20          0          0          0          0          1          0          0          0         27        148          2         25        136          7         15         12         139
2024-04-24T00:10:49.042549Z 1/256012611:52429 2024-04-23T23:44:49Z       1196         59        815         87         59         69          0          1          0          1          0         53          0         47          0        154          7         22        157         10         26         24         139
2024-04-24T00:10:49.042549Z 1/256012611:52429 2024-04-23T23:45:49Z        990          0        490         43         50         51          0          1          0          0          0         67          0          0          0        144          0         22        133         11         17         21         139
2024-04-24T00:10:49.042549Z 1/256012611:52429 2024-04-23T23:46:49Z        874         37        751         42         38         43          4          0          0          0          0          0          0          0          0        137          3         15        136         11         18         18         139
2024-04-24T00:10:49.042549Z 1/256012611:52429 2024-04-23T23:47:49Z       1370         21        970         96         52         77          0          1          0          1          0         29          0         27          0        148          3         18        141          8         23         25         139
2024-04-24T00:10:49.042549Z 1/256012611:52429 2024-04-23T23:48:49Z        660          7       1070         28         22         29          0          0          0          1          0          0          0         31          0        140          1         20        137          5         16         16         139
2024-04-24T00:10:49.042549Z 1/256012611:52429 2024-04-23T23:49:49Z        912         10        884        339         24         31          0          0          1          2          0          0         33         67          0        130          5         20        178         18         12         19         139
2024-04-24T00:10:49.042549Z 1/256012611:52429 2024-04-23T23:50:49Z        828         72        870         65         34         64          0          2          0          0          0         74          0          0          0        155          5         27        145         12         22         18         139
2024-04-24T00:10:49.042549Z 1/256012611:52429 2024-04-23T23:51:49Z       1329         20       1389        325         25         34          0          1          0          0          0         85          0          0          0        150          3         25        133         14         18         20         139
2024-04-24T00:10:49.042549Z 1/256012611:52429 2024-04-23T23:52:49Z       1200         32        786         36         44         20          0          0          0          1          0          0          0         54          0        136          4         15        138          9         15         14         139
2024-04-24T00:10:49.042549Z 1/256012611:52429 2024-04-23T23:53:49Z        656         41       1005         40         49         78          0          0          0          1          0          0          0         25          0        137          3         19        144         11         22         25         139
2024-04-24T00:10:49.042549Z 1/256012611:52429 2024-04-23T23:54:49Z        795         40       1045         82         45         42          0          0          0          1          0          0          0         67          0        156          3         29        150          6         17         26         139
2024-04-24T00:10:49.042549Z 1/256012611:52429 2024-04-23T23:55:49Z        929        163       1118         67         42         47          0          0          1          1          0          0        246         29          0        147          1         21        138         11         14         17         139
2024-04-24T00:10:49.042549Z 1/256012611:52429 2024-04-23T23:56:49Z        856        141        749         58         44         42          0          1          1          0          0         87        132          0          0        147          4         19        146          9         20         19         139
2024-04-24T00:10:49.042549Z 1/256012611:52429 2024-04-23T23:57:49Z        779         10        820         41         63         42          0          0          0          0          0          0          0          0          0        138          3         19        154          9         19         21         139
2024-04-24T00:10:49.042549Z 1/256012611:52429 2024-04-23T23:58:49Z        839         42       1045         33         60         42          0          1          0          0          0         25          0          0          0        140          6         12        163          8         24         26         139
2024-04-24T00:10:49.042549Z 1/256012611:52429 2024-04-23T23:59:49Z        798         19        730         67         40         64          0          0          0          1          0          0          0         25          0        165          3         22        138         10         17         28         139
2024-04-24T00:10:49.042549Z 1/256012611:52429 2024-04-24T00:00:49Z       1369         63       1185         28         31         95          0          0          0          1          0          0          0         29          0        167          4         27        159          6         17         28         139
2024-04-24T00:10:49.042549Z 1/256012611:52429 2024-04-24T00:01:49Z        776         29        896         81         40         41          0          0          0          0          0          0          0          0          0        123          5         24        166          9         17         21         139
2024-04-24T00:10:49.042549Z 1/256012611:52429 2024-04-24T00:02:49Z        585         11        599         91         36         40          0          0          0          0          0          0          0          0          0        130          2         23        132         12         17         17         139
2024-04-24T00:10:49.042549Z 1/256012611:52429 2024-04-24T00:03:49Z       1054          8       1109         50         41         48          0          0          0          0          0          0          0          0          0        139          3         13        157          9         21         19         139
2024-04-24T00:10:49.042549Z 1/256012611:52429 2024-04-24T00:04:49Z       1132         38        751        162         54         29          1          0          0          0          0          0          0          0          0        137          4         19        160         11         17         15         139
2024-04-24T00:10:49.042549Z 1/256012611:52429 2024-04-24T00:05:49Z        878         40       1146        220         49         55          0          0          0          0          0          0          0          0          0        134          3         19        160         10         19         12         139
2024-04-24T00:10:49.042549Z 1/256012611:52429 2024-04-24T00:06:49Z        995         21        937         45         33         31          0          1          0          0          0         21          0          0          0        146          2         16        141          9         19         20         139
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:07:49Z        764         57        978         68         45         69          0          0          0          1          0          0          0         86          0        145          6         15        117         10         18         21         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:08:49Z        979         45        661         92         36         24          1          0          1          0          0          0         49          0          0        147          8         21        129         14         17         16         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:09:49Z        712          5        875         21         19         65          0          0          0          1          0          0          0         80          0        127          2         14        159          9         15         16         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:10:49Z       1128         91       1160         54         52         63          0          0          0          1          0          0          0        201          0        130          5         18        154          7         23         20         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:11:49Z        764         27        754         39         42         65          0          1          1          0          0         41         77          0          0        153          5         13        135         10         20         22         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:12:49Z        717        212        982        319         38         56          4          0          0          0          0          0          0          0          0        156          4          9        167         10         22         20         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:13:49Z        832         38        920         37         60         53          0          0          0          0          0          0          0          0          0        149          4         18        147          8         23         26         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:14:49Z        794         41       1208        187         48         36          0          0          0          0          0          0          0          0          0        156          3         19        183         10         12         22         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:15:49Z        761         59        603         30         57         32          0          0          0          0          0          0          0          0          0        144          4         15        138          6         25         15         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:16:49Z        798         42        875        102         55         62          0          0          0          0          0          0          0          0          0        138          4         17        144          7         21         23         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:17:49Z        823         11       1313         62         37         26          0          2          0          0          0         49          0          0          0        141          2         15        156         10         20         15         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:18:49Z       1187         39        813         73         39         44          0          0          0          0          0          0          0          0          0        161          3         21        153          6         16         20         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:19:49Z       1260        128        697         70         67         55          1          0          0          0          0          0          0          0          0        142          5         16        156         14         22         21         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:20:49Z        623         41        963        191         18         31          0          0          0          0          0          0          0          0          0        122          4         21        159         12         10         19         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:21:49Z        814         13        819        127         68         31          0          0          0          0          0          0          0          0          0        137          2         18        147          6         16         18         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:22:49Z        938        215        732        113         48         22          4          1          0          0          0         42          0          0          0        152          6         15        166         12         23         15         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:23:49Z        631        250        806         27         64         35          0          0          0          0          0          0          0          0          0        116          2         21        128          7         15         19         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:24:49Z       1327         18        882         69         35         72          0          0          0          0          0          0          0          0          0        139          2         17        157         12         22         29         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:25:49Z        780         23        839         42         40         42          0          1          0          0          0         59          0          0          0        157          4         22        138          9         23         25         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:26:49Z       1024         19        729         35         43         48          0          0          0          0          0          0          0          0          0        157          3         18        141          9         21         20         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:27:49Z        878         12       1382        107         62         41          0          0          0          0          0          0          0          0          0        136          3         19        161         12         19         18         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:28:49Z        694        267        789        115         32        100          9          0          0          1          0          0          0         48          0        125          3         25        127         21         17         25         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:29:49Z       1034         35        750         29         34         40          0          0          0          0          0          0          0          0          0        157          6         24        148          6         17         16         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:30:49Z       1575         58        972         49         45         52          4          0          0          1          0          0          0         33          0        140          6         19        140          8         18         19         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:31:49Z        735        303        673        500         78         35          1          1          0          1          0         28          0         72          0        145          8         36        146         11         22         22         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:32:49Z        706         57        647         72         58         53          9          2          0          1          0         87          0         94          0        129          4         28        156         15         16         23         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:33:49Z        779         67        906        328         41         25          2          1          0          0          0         39          0          0          0        140          7         20        137         12         16         11         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:34:49Z        583         72        681         57         39         39          0          0          0          1          0          0          0         27          0        135          9         22        145         15         13         18         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:35:49Z        905        109        870         35         60         44          0          0          0          0          0          0          0          0          0        147          6         21        158          9         21         15         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:36:49Z        706          9        670         35         37         50          0          0          0          0          0          0          0          0          0        139          1         14        143         11         20         17         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:37:49Z        682         47        917         59         23         36          0          0          0          0          0          0          0          0          0        121          7         15        156         11         14         16         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:38:49Z        957         33        670         13         60        102          0          1          0          0          0         49          0          0          0        142          4         20        134          3         29         29         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:39:49Z        575         19       1351         91         60         45          0          0          0          0          0          0          0          0          0        147          2         23        148         15         20         22         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:40:49Z       1136         32        830        543         45         29         98          0          0          0          1          0          0          0         98        148          5         29        149          9         21         18         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:41:49Z        788         23        716         12         71         40          0          1          0          0          0        149          0          0          0        155          4         25        160          8         27         23         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:42:49Z       1454         34       1200        193         41         88          0          1          0          0          0         25          0          0          0        155          4         20        146         10         18         26         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:43:49Z       1066         17       1131         21         42         48          0          0          0          0          0          0          0          0          0        137          4         21        157          5         14         14         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:44:49Z        747         36       1083         83         54         50          0          0          0          0          0          0          0          0          0        138          3         27        153          9         15         17         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:45:49Z        997         16       1381         70         75         62          0          0          0          0          0          0          0          0          0        137          2         15        161          6         26         26         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:46:49Z       1221          5       1068         87         86         43          0          0          0          0          0          0          0          0          0        144          1         22        156         11         17         25         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:47:49Z       1157        151       1144         57         40         58          0          0          0          0          0          0          0          0          0        135          5         17        152          7         13         25         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:48:49Z       1148        269        760         97         30         31          0          0          0          0          0          0          0          0          0        166          8         25        134         11         12         20         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:49:49Z       1326         45       1212         38         82         49          3          0          0          0          0          0          0          0          0        153          6         17        167          7         24         24         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:50:49Z       1197        116        814         70         28         50          0          0          1          1          0          0         73         93          0        134          6         17        146         11         14         12         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:51:49Z       1124          1        863         63         30         64          0          0          0          0          0          0          0          0          0        150          1         19        152          8         18         27         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:52:49Z        941         48       1195        201         33         50          0          1          0          0          0         42          0          0          0        150          7         29        163         14         18         14         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:53:49Z       1051         99        958         68         45         47          0          0          0          0          0          0          0          0          0        150          3         26        128         11         21         22         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:54:49Z        948         66        756         96         86         43          0          0          0          1          0          0          0         32          0        135          8         19        153         12         23         24         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:55:49Z        895         30       1299          6         32         67          0          2          0          0          0         72          0          0          0        163          4         18        147          3         17         22         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:56:49Z       1200         90        692         15         29         32        190          0          0          2          0          0          0        213          0        131          9         21        157          8         17         20         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:57:49Z        673         17        899         77         64         37          1          0          0          0          0          0          0          0          0        118          4         23        145         13         29         19         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:58:49Z        684         37        975         44         67         32          0          0          0          1          0          0          0        107          0        147          4         27        129         10         20         18         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T00:59:49Z       1058          5        952         41         24         51          0          1          0          2          0         29          0        125          0        156          1         30        144          6         16         15         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T01:00:49Z        640        302       1055         50         32         69          0          0          0          0          0          0          0          0          0        138          5         33        141         15         19         19         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T01:01:49Z       1092         36        734         51         67         41          0          1          0          0          0         56          0          0          0        146          6         15        141          9         22         20         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T01:02:49Z       1243        108        901         66         49         44          0          1          1          0          0         31        109          0          0        152          9         19        162          9         16         25         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T01:03:49Z       1421         46       1547        151         37         33          0          1          1          0          0         46         31          0          0        154          5         19        175          9         23         20         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T01:04:49Z       1220         33        828         67         20         70          1          0          0          1          0          0          0         29          0        165          6         18        153         13         17         20         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T01:05:49Z        738         67       1007         69         54         25          0          0          0          1          0          0          0        106          0        126          7         24        141         10         25         17         123
2024-04-24T01:10:49.045182Z 1/256016211:52429 2024-04-24T01:06:49Z        782         63        753         65         44         46          1          0          0          0          0          0          0          0          0        151          5         20        148         13         18         21         123
2024-04-24T02:10:49.047814Z 1/256019811:52429 2024-04-24T01:07:49Z       1238         24        674         52         40         52          0          0          0          0          0          0          0          0          0        160          3         13        133         10         19         19         136
2024-04-24T02:10:49.047814Z 1/256019811:52429 2024-04-24T01:08:49Z        888         14       1026        258         14         35          0          0          0          0          0          0          0          0          0        120          4         18        138         12         11         22         136
2024-04-24T02:10:49.047814Z 1/256019811:52429 2024-04-24T01:09:49Z        787          4        804         52         42         49          0          1          0          0          0         40          0          0          0        112          1         22        151         12         23         22         136
2024-04-24T02:10:49.047814Z 1/256019811:52429 2024-04-24T01:10:49Z       1165        279       1004        277         85         22          0          1          0          0          0         74          0          0          0        150          6         12        153         13         25         16         136
2024-04-24T02:10:49.047814Z 1/256019811:52429 2024-04-24T01:11:49Z       1077         93        919         19         22         49          0          0          0          0          1          0          0          0         54        154          7         21        135          6         12         21         136
2024-04-24T02:10:49.047814Z 1/256019811:52429 2024-04-24T01:12:49Z        775         39        807         35         14         51          0          0          0          0          0          0          0          0          0        124          3         12        145          8          7         20         136
2024-04-24T02:10:49.047814Z 1/256019811:52429 2024-04-24T01:13:49Z        728         71        835         22         28         55          4          1          0          0          0         54          0          0          0        128          7         14        160          9         11         21         136
2024-04-24T02:10:49.047814Z 1/256019811:52429 2024-04-24T01:14:49Z        796         17        692         31         51         42          0          1          0          1          0         34          0         25          0        156          3         15        146          7         15         26         136
2024-04-24T02:10:49.047814Z 1/256019811:52429 2024-04-24T01:15:49Z       1067         77        777        246         38         50          5          1          0          2          0         85          0         67          0        137          4         22        146         10         18         23         136
2024-04-24T02:10:49.047814Z 1/256019811:52429 2024-04-24T01:16:49Z       1139         37        921         53         33         74          2          0          0          0          0          0          0          0          0        132          4         24        151         10         17         22         136
2024-04-24T02:10:49.047814Z 1/256019811:52429 2024-04-24T01:17:49Z        714          4        784         41         56         32          1          1          1          0          0         31         75          0          0        139          2         18        144          7         20         18         136
2024-04-24T02:10:49.047814Z 1/256019811:52429 2024-04-24T01:18:49Z        750         13        664         49         45         46          0          0          1          0          0          0         65          0          0        140          3         19        139         12         24         15         136
2024-04-24T02:10:49.047814Z 1/256019811:52429 2024-04-24T01:19:49Z        613        106        927        136         41         28          1          0          0          0          0          0          0          0          0        130          6         17        139          7         19         18         136
2024-04-24T02:10:49.047814Z 1/256019811:52429 2024-04-24T01:20:49Z        834         51       1007         78         45         25          0          1          0          0          0         61          0          0          0        154          8         17        135         12         19         14         136
2024-04-24T02:10:49.047814Z 1/256019811:52429 2024-04-24T01:21:49Z       1334         42        828         89         45         56          0          0          0          2          0          0          0         82          0        162          5         24        135          9         14         24         136
2024-04-24T02:10:49.047814Z 1/256019811:52429 2024-04-24T01:22:49Z        949        299        683         68         25         59         58          1          0          1          0         24          0         53          0        163          9         20        163         15         15         23         136
2024-04-24T02:10:49.047814Z 1/256019811:52429 2024-04-24T01:23:49Z       1382         12        973        119         23         49          0          0          0          0          0          0          0          0          0        169          2         25        147          7         13         17         136
2024-04-24T02:10:49.047814Z 1/256019811:52429 2024-04-24T01:24:49Z        712         14       1102        126         36         45          0          0          0          0          0          0          0          0          0        134          3         31        141         11         13         14         136
2024-04-24T02:10:49.047814Z 1/256019811:52429 2024-04-24T01:25:49Z       1067        124       1038         51         57         82          0          1          1          1          0         74        247         28          0        143          4         21        164         11         14         19         136
2024-04-24T02:10:49.047814Z 1/256019811:52429 2024-04-24T01:26:49Z        916         11        936         34         88         51          0          0          0          0          0          0          0          0          0        149          1         18        148          8         29         18         136
